date,strategy,obj_total,dr_term,smooth_term,l2_term,band_penalty,dr,db
2021-09-30,ERC,1.1856159205064563e-06,4.5238877253601783e-13,1.5283333472646607e-05,1.1856154681176837e-06,0.0,4.5238877253601783e-13,0.011522914594127803
2021-09-30,CTB_ONLY,1.18162795649066e-05,0.004835663543354559,0.00010613790453886089,1.2064055652066025e-06,0.0,0.004835663543354559,1.0609873999699997e-05
2021-09-30,RB_CTB_BAND,1.5673536219954385e-05,5.641322177900252e-06,8.846508548771484e-06,1.1857054932826503e-06,0.0,5.641322177900252e-06,0.012336545187035223
2021-10-29,ERC,1.1819884977371497e-06,4.500123554929735e-13,1.3624295888454104e-05,1.1819880477247943e-06,0.0,4.500123554929735e-13,0.011280178212240633
2021-10-29,CTB_ONLY,1.215794650324795e-06,0.004878955016218439,0.000611460698124178,1.2157519345493354e-06,0.0,0.004878955016218439,4.271577545947255e-11
2021-10-29,RB_CTB_BAND,9.038564925123798e-06,4.0908012621945054e-06,3.7643805906432034e-06,1.1833830722860887e-06,0.0,4.0908012621945054e-06,0.011359099104035777
2021-11-30,ERC,1.1805848903281075e-06,4.243365886577983e-13,1.4403783587020374e-05,1.1805844659915188e-06,0.0,4.243365886577983e-13,0.010011748141579797
2021-11-30,CTB_ONLY,1.2130763375415126e-05,0.004362022409727231,0.0003279698951587463,1.2129805006063785e-06,0.0,0.004362022409727231,1.0917782874808746e-05
2021-11-30,RB_CTB_BAND,8.118823377145457e-06,2.6286571964139984e-06,4.308744005308934e-06,1.1814221754225247e-06,0.0,2.6286571964139984e-06,0.009703002297439745
2021-12-31,ERC,1.1793131761905068e-06,4.272154116233762e-13,1.1319017755510002e-05,1.1793127489750952e-06,0.0,4.272154116233762e-13,0.009851587831490644
2021-12-31,CTB_ONLY,1.1403220532890758e-05,0.0041670524250870394,6.25530441618376e-05,1.2080654769321511e-06,0.0,0.0041670524250870394,1.0195155055958607e-05
2021-12-31,RB_CTB_BAND,1.2314897511570175e-05,4.717668469572388e-06,6.417387640084633e-06,1.179841401913153e-06,0.0,4.717668469572388e-06,0.009580875113839378
2022-01-31,ERC,1.1858219081225676e-06,4.455735484181216e-13,2.282508184123889e-05,1.185821462549019e-06,0.0,4.455735484181216e-13,0.011152142305503699
2022-01-31,CTB_ONLY,6.550662946519714e-06,0.00464731127425763,0.00021632724259620638,1.2172407427573332e-06,0.0,0.00464731127425763,5.33342220376238e-06
2022-01-31,RB_CTB_BAND,1.1716599855615744e-05,4.4483398056729055e-06,6.085054499891708e-06,1.183205550051131e-06,0.0,4.4483398056729055e-06,0.011663771903256811
2022-02-28,ERC,1.1838499078966897e-06,4.4724862065325055e-13,1.3648247430802634e-05,1.183849460648069e-06,0.0,4.4724862065325055e-13,0.010781027334356926
2022-02-28,CTB_ONLY,6.887147153528667e-06,0.004266066425013778,0.00011707039928855922,1.2122210641480743e-06,0.0,0.004266066425013778,5.674926089380593e-06
2022-02-28,RB_CTB_BAND,1.1744433945393284e-05,4.881312055638823e-06,5.680229815298297e-06,1.1828920744561622e-06,0.0,4.881312055638823e-06,0.010561131671183397
2022-03-31,ERC,1.1853507443218807e-06,4.684215994066299e-13,1.8080415478800534e-05,1.1853502759002813e-06,0.0,4.684215994066299e-13,0.011932287763330043
2022-03-31,CTB_ONLY,7.757656393586029e-06,0.004437335188700882,0.00018449772118606968,1.2108158921069584e-06,0.0,0.004437335188700882,6.54684050147907e-06
2022-03-31,RB_CTB_BAND,1.1542804755152507e-05,5.509172730932729e-06,4.849148648858733e-06,1.1844833753610459e-06,0.0,5.509172730932729e-06,0.012539575728902071
2022-04-29,ERC,1.1838912295020062e-06,4.771308501344445e-13,1.6447728481022982e-05,1.183890752371156e-06,0.0,4.771308501344445e-13,0.012107183298624508
2022-04-29,CTB_ONLY,8.23213637184742e-06,0.004379568998868355,0.00022670094911888844,1.2103428427116323e-06,0.0,0.004379568998868355,7.021793529135789e-06
2022-04-29,RB_CTB_BAND,1.6221060548408548e-05,9.629887941242e-06,5.407402858160234e-06,1.1837697490063153e-06,0.0,9.629887941242e-06,0.012488581768370569
2022-05-31,ERC,1.1830729643494703e-06,4.827423538616995e-13,1.0111208101032183e-05,1.1830724816071163e-06,0.0,4.827423538616995e-13,0.011558678738581553
2022-05-31,CTB_ONLY,1.2334015623634956e-06,0.0048217878179318404,0.0009243192795165037,1.2333466836665617e-06,0.0,0.0048217878179318404,5.487869693380943e-11
2022-05-31,RB_CTB_BAND,1.1792203839319423e-05,6.606424152416472e-06,4.0034416031687195e-06,1.1823380837342307e-06,0.0,6.606424152416472e-06,0.011655220599910561
2022-06-30,ERC,1.1824763022069711e-06,4.661716586666966e-13,1.8761572143335088e-05,1.1824758360353125e-06,0.0,4.661716586666966e-13,0.011461134941324388
2022-06-30,CTB_ONLY,1.7939636616738897e-05,0.005035467618962463,0.00012861545959279451,1.2376421683648947e-06,0.0,0.005035467618962463,1.6701994448374e-05
2022-06-30,RB_CTB_BAND,1.640000300790483e-05,5.9792097385469595e-06,9.239942243139463e-06,1.1808510262184087e-06,0.0,5.9792097385469595e-06,0.011193311660124071
2022-07-29,ERC,1.178575756304965e-06,4.65082433874655e-13,1.0912148446810394e-05,1.178575291222531e-06,0.0,4.65082433874655e-13,0.010180854032595209
2022-07-29,CTB_ONLY,1.2303436955501232e-06,0.004581324350077169,0.0008233182539635097,1.2302941534280913e-06,0.0,0.004581324350077169,4.954212203196202e-11
2022-07-29,RB_CTB_BAND,7.570202044469853e-06,2.203959986252266e-06,4.18734778385486e-06,1.1788942743627266e-06,0.0,2.203959986252266e-06,0.009858959600158285
2022-08-31,ERC,1.1877060313383465e-06,4.957718032427413e-13,3.162173712358679e-05,1.1877055355665432e-06,0.0,4.957718032427413e-13,0.010436185692027698
2022-08-31,CTB_ONLY,1.259941555718241e-06,0.004842993558670656,0.00036198324957690495,1.2598927274448314e-06,0.0,0.004842993558670656,4.8828273409558336e-11
2022-08-31,RB_CTB_BAND,1.5211496824692257e-05,6.699193829626212e-06,7.328888687351544e-06,1.1834143077145003e-06,0.0,6.699193829626212e-06,0.011038719961547127
2022-09-30,ERC,1.1878815139274795e-06,5.051949832846547e-13,1.3158707182645924e-05,1.1878810087324963e-06,0.0,5.051949832846547e-13,0.012000681762549922
2022-09-30,CTB_ONLY,1.270471712048354e-06,0.005751405208219739,0.0006857841945909236,1.2704265386048892e-06,0.0,0.005751405208219739,4.51734434648609e-11
2022-09-30,RB_CTB_BAND,1.1289191150123067e-05,5.752060883387024e-06,4.351746317208419e-06,1.1853839495276249e-06,0.0,5.752060883387024e-06,0.012641711493321054
2022-10-31,ERC,1.1822119545884614e-06,4.789798303668548e-13,2.616904625534325e-05,1.182211475608631e-06,0.0,4.789798303668548e-13,0.011020472040382825
2022-10-31,CTB_ONLY,1.255727673907848e-06,0.005710542354876628,0.0015262649585559684,1.2556758206678226e-06,0.0,0.005710542354876628,5.185324002529943e-11
2022-10-31,RB_CTB_BAND,4.977680973918461e-06,1.231784588282984e-06,2.5627758773656746e-06,1.1831205082698018e-06,0.0,1.231784588282984e-06,0.010711884208272108
2022-11-30,ERC,1.1795091119686006e-06,4.705784713879072e-13,9.333951138193419e-06,1.1795086413901292e-06,0.0,4.705784713879072e-13,0.010549718173416107
2022-11-30,CTB_ONLY,1.2378890384418474e-06,0.00491634914681599,0.0005912669527973755,1.2378410332308026e-06,0.0,0.00491634914681599,4.8005211044882774e-11
2022-11-30,RB_CTB_BAND,7.023591244959629e-06,2.285331677634379e-06,3.557120258677048e-06,1.1811393086482018e-06,0.0,2.285331677634379e-06,0.01050888236111139
2022-12-30,ERC,1.1820891657329317e-06,4.657391291305984e-13,1.2508768765772367e-05,1.1820886999938026e-06,0.0,4.657391291305984e-13,0.011426038601311058
2022-12-30,CTB_ONLY,7.813128216552946e-06,0.005193737612052147,0.0001493870321792509,1.2419234795608818e-06,0.0,0.005193737612052147,6.571204736992064e-06
2022-12-30,RB_CTB_BAND,6.217091390640256e-06,2.4641053662651747e-06,2.571222410223161e-06,1.1817636141519204e-06,0.0,2.4641053662651747e-06,0.011639002607136973
2023-01-31,ERC,1.184393937574055e-06,4.568476198184952e-13,1.0751786786917995e-05,1.184393480726435e-06,0.0,4.568476198184952e-13,0.011337858395473332
