date,strategy,asset,ctr
2019-04-30,CTB_ONLY,VNQ,0.10476715100180062
2019-04-30,CTB_ONLY,GLD,0.12512940938363412
2019-04-30,CTB_ONLY,DBC,0.09833438531524431
2019-04-30,RB_CTB_BAND,SPY,0.10010064355276055
2019-04-30,RB_CTB_BAND,VEA,0.10011795696695235
2019-04-30,RB_CTB_BAND,EEM,0.10033095195982485
2019-04-30,RB_CTB_BAND,IEF,0.09919675968343003
2019-04-30,RB_CTB_BAND,TLT,0.09984062269126659
2019-04-30,RB_CTB_BAND,TIP,0.10073116331471732
2019-04-30,RB_CTB_BAND,LQD,0.09918976210618038
2019-04-30,RB_CTB_BAND,VNQ,0.10079015039043077
2019-04-30,RB_CTB_BAND,GLD,0.09951944171700321
2019-04-30,RB_CTB_BAND,DBC,0.10018254761743406
2019-05-31,ERC,SPY,0.09999997179585919
2019-05-31,ERC,VEA,0.09999996425874423
2019-05-31,ERC,EEM,0.09999964381209808
2019-05-31,ERC,IEF,0.09999993871569951
2019-05-31,ERC,TLT,0.10000009333246958
2019-05-31,ERC,TIP,0.09999984253383194
2019-05-31,ERC,LQD,0.10000039912493328
2019-05-31,ERC,VNQ,0.10000011465386704
2019-05-31,ERC,GLD,0.10000016665769693
2019-05-31,ERC,DBC,0.09999986511480005
2019-05-31,CTB_ONLY,SPY,0.0711846771059331
2019-05-31,CTB_ONLY,VEA,0.0797531976892569
2019-05-31,CTB_ONLY,EEM,0.09050303462946753
2019-05-31,CTB_ONLY,IEF,0.09671594609743778
2019-05-31,CTB_ONLY,TLT,0.1018537916992388
2019-05-31,CTB_ONLY,TIP,0.12339414075545987
2019-05-31,CTB_ONLY,LQD,0.10637512835962538
2019-05-31,CTB_ONLY,VNQ,0.10502279424278947
2019-05-31,CTB_ONLY,GLD,0.12542191509643075
2019-05-31,CTB_ONLY,DBC,0.09977537432436032
2019-05-31,RB_CTB_BAND,SPY,0.10049767366515973
2019-05-31,RB_CTB_BAND,VEA,0.10018783771782235
